location,timestamp,is_alert,alert_minutes,day_of_week,hour
Kyiv_City,2026-05-31 07:00:00+03:00,0,0.0,Sunday,7
Kyiv_City,2026-05-31 08:00:00+03:00,0,0.0,Sunday,8
Kyiv_City,2026-05-31 09:00:00+03:00,0,0.0,Sunday,9
Kyiv_City,2026-05-31 10:00:00+03:00,0,0.0,Sunday,10
Kyiv_City,2026-05-31 11:00:00+03:00,0,0.0,Sunday,11
Kyiv_City,2026-05-31 12:00:00+03:00,0,0.0,Sunday,12
Kyiv_City,2026-05-31 13:00:00+03:00,0,0.0,Sunday,13
Kyiv_City,2026-05-31 14:00:00+03:00,0,0.0,Sunday,14
Kyiv_City,2026-05-31 15:00:00+03:00,0,0.0,Sunday,15
Kyiv_City,2026-05-31 16:00:00+03:00,0,0.0,Sunday,16
Kyiv_City,2026-05-31 17:00:00+03:00,0,0.0,Sunday,17
Kyiv_City,2026-05-31 18:00:00+03:00,0,0.0,Sunday,18
Kyiv_City,2026-05-31 19:00:00+03:00,0,0.0,Sunday,19
Kyiv_City,2026-05-31 20:00:00+03:00,0,0.0,Sunday,20
Kyiv_City,2026-05-31 21:00:00+03:00,0,0.0,Sunday,21
Kyiv_City,2026-05-31 22:00:00+03:00,0,0.0,Sunday,22
Kyiv_City,2026-05-31 23:00:00+03:00,0,0.0,Sunday,23
Kyiv_City,2026-06-01 00:00:00+03:00,0,0.0,Monday,0
Kyiv_City,2026-06-01 01:00:00+03:00,0,0.0,Monday,1
Kyiv_City,2026-06-01 02:00:00+03:00,0,0.0,Monday,2
Kyiv_City,2026-06-01 03:00:00+03:00,0,0.0,Monday,3
Kyiv_City,2026-06-01 04:00:00+03:00,0,0.0,Monday,4
Kyiv_City,2026-06-01 05:00:00+03:00,0,0.0,Monday,5
Kyiv_City,2026-06-01 06:00:00+03:00,0,0.0,Monday,6
Kyiv_City,2026-06-01 07:00:00+03:00,0,0.0,Monday,7
Kyiv_City,2026-06-01 08:00:00+03:00,0,0.0,Monday,8
Kyiv_City,2026-06-01 09:00:00+03:00,0,0.0,Monday,9
Kyiv_City,2026-06-01 10:00:00+03:00,0,0.0,Monday,10
Kyiv_City,2026-06-01 11:00:00+03:00,0,0.0,Monday,11
Kyiv_City,2026-06-01 12:00:00+03:00,0,0.0,Monday,12
Kyiv_City,2026-06-01 13:00:00+03:00,0,0.0,Monday,13
Kyiv_City,2026-06-01 14:00:00+03:00,0,0.0,Monday,14
Kyiv_City,2026-06-01 15:00:00+03:00,0,0.0,Monday,15
Kyiv_City,2026-06-01 16:00:00+03:00,0,0.0,Monday,16
Kyiv_City,2026-06-01 17:00:00+03:00,0,0.0,Monday,17
Kyiv_City,2026-06-01 18:00:00+03:00,0,0.0,Monday,18
Kyiv_City,2026-06-01 19:00:00+03:00,0,0.0,Monday,19
